,FREQ,INDICATOR,GEO_PICT,SEX,AGE,URBANIZATION,INCOME,EDUCATION,OCCUPATION,COMPOSITE_BREAKDOWN,DISABILITY,TIME_PERIOD,value
266,A,EG_FEC_RNEW,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2010,45.07
267,A,EG_FEC_RNEW,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2011,43.61
268,A,EG_FEC_RNEW,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2012,43.82
269,A,EG_FEC_RNEW,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2013,41.83
270,A,EG_FEC_RNEW,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2014,45.89
271,A,EG_FEC_RNEW,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2015,48.64
272,A,EG_FEC_RNEW,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2016,48.7
273,A,EG_FEC_RNEW,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2017,48.98
274,A,EG_FEC_RNEW,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2018,48.64
275,A,EG_FEC_RNEW,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2019,48.36
276,A,EG_FEC_RNEW,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2020,49.03
277,A,EG_FEC_RNEW,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2021,49.13
278,A,EG_FEC_RNEW,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2022,50.08
279,A,EG_FEC_RNEW,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2000,2.48
280,A,EG_FEC_RNEW,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2001,2.7
281,A,EG_FEC_RNEW,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2002,2.48
282,A,EG_FEC_RNEW,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2003,2.01
283,A,EG_FEC_RNEW,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2004,2.15
284,A,EG_FEC_RNEW,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2005,2.15
285,A,EG_FEC_RNEW,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2006,1.86
286,A,EG_FEC_RNEW,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2007,2.16
287,A,EG_FEC_RNEW,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2008,2.37
288,A,EG_FEC_RNEW,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2009,2.05
289,A,EG_FEC_RNEW,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2010,0.96
290,A,EG_FEC_RNEW,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2011,1.1
291,A,EG_FEC_RNEW,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2012,1.1
292,A,EG_FEC_RNEW,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2013,1.54
293,A,EG_FEC_RNEW,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2014,1.68
294,A,EG_FEC_RNEW,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2015,2.0
295,A,EG_FEC_RNEW,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2016,1.7
296,A,EG_FEC_RNEW,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2017,1.74
297,A,EG_FEC_RNEW,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2018,1.69
298,A,EG_FEC_RNEW,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2019,1.68
299,A,EG_FEC_RNEW,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2020,2.55
300,A,EG_FEC_RNEW,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2021,2.4
301,A,EG_FEC_RNEW,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2022,2.08
302,A,EG_FEC_RNEW,TV,_T,_T,_T,_T,_T,_T,_Z,_T,2000,0.04
303,A,EG_FEC_RNEW,TV,_T,_T,_T,_T,_T,_T,_Z,_T,2001,0.03
304,A,EG_FEC_RNEW,TV,_T,_T,_T,_T,_T,_T,_Z,_T,2002,0.02
305,A,EG_FEC_RNEW,TV,_T,_T,_T,_T,_T,_T,_Z,_T,2003,0.03
306,A,EG_FEC_RNEW,TV,_T,_T,_T,_T,_T,_T,_Z,_T,2004,0.02
307,A,EG_FEC_RNEW,TV,_T,_T,_T,_T,_T,_T,_Z,_T,2005,0.02
308,A,EG_FEC_RNEW,TV,_T,_T,_T,_T,_T,_T,_Z,_T,2006,0.02
309,A,EG_FEC_RNEW,TV,_T,_T,_T,_T,_T,_T,_Z,_T,2007,0.02
310,A,EG_FEC_RNEW,TV,_T,_T,_T,_T,_T,_T,_Z,_T,2008,0.2
311,A,EG_FEC_RNEW,TV,_T,_T,_T,_T,_T,_T,_Z,_T,2009,0.25
312,A,EG_FEC_RNEW,TV,_T,_T,_T,_T,_T,_T,_Z,_T,2010,0.45
313,A,EG_FEC_RNEW,TV,_T,_T,_T,_T,_T,_T,_Z,_T,2011,0.21
314,A,EG_FEC_RNEW,TV,_T,_T,_T,_T,_T,_T,_Z,_T,2012,0.27
315,A,EG_FEC_RNEW,TV,_T,_T,_T,_T,_T,_T,_Z,_T,2013,0.7
316,A,EG_FEC_RNEW,TV,_T,_T,_T,_T,_T,_T,_Z,_T,2014,0.65
317,A,EG_FEC_RNEW,TV,_T,_T,_T,_T,_T,_T,_Z,_T,2015,2.98
318,A,EG_FEC_RNEW,TV,_T,_T,_T,_T,_T,_T,_Z,_T,2016,7.27
319,A,EG_FEC_RNEW,TV,_T,_T,_T,_T,_T,_T,_Z,_T,2017,6.98
320,A,EG_FEC_RNEW,TV,_T,_T,_T,_T,_T,_T,_Z,_T,2018,6.03
321,A,EG_FEC_RNEW,TV,_T,_T,_T,_T,_T,_T,_Z,_T,2019,6.12
322,A,EG_FEC_RNEW,TV,_T,_T,_T,_T,_T,_T,_Z,_T,2020,6.31
323,A,EG_FEC_RNEW,TV,_T,_T,_T,_T,_T,_T,_Z,_T,2021,5.38
324,A,EG_FEC_RNEW,TV,_T,_T,_T,_T,_T,_T,_Z,_T,2022,5.52
325,A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2000,49.49
326,A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2001,51.26
327,A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2002,53.33
328,A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2003,52.73
329,A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2004,55.36
330,A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2005,54.91
331,A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2006,55.28
332,A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2007,51.61
333,A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2008,52.06
334,A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2009,38.66
335,A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2010,38.08
336,A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2011,35.75
337,A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2012,38.98
338,A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2013,40.92
339,A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2014,31.51
340,A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2015,35.62
341,A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2016,33.1
342,A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2017,35.35
343,A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2018,29.4
344,A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2019,31.52
345,A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2020,25.91
346,A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2021,24.25
347,A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2022,27.56
348,A,EG_FEC_RNEW,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2000,59.69
349,A,EG_FEC_RNEW,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2001,52.41
350,A,EG_FEC_RNEW,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2002,49.58
351,A,EG_FEC_RNEW,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2003,52.41
352,A,EG_FEC_RNEW,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2004,48.82
353,A,EG_FEC_RNEW,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2005,48.89
354,A,EG_FEC_RNEW,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2006,45.96
355,A,EG_FEC_RNEW,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2007,43.18
356,A,EG_FEC_RNEW,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2008,45.0
357,A,EG_FEC_RNEW,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2009,43.17
358,A,EG_FEC_RNEW,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2010,41.93
359,A,EG_FEC_RNEW,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2011,40.64
360,A,EG_FEC_RNEW,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2012,40.21
361,A,EG_FEC_RNEW,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2013,42.7
362,A,EG_FEC_RNEW,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2014,41.43
363,A,EG_FEC_RNEW,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2015,37.06
364,A,EG_FEC_RNEW,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2016,36.78
365,A,EG_FEC_RNEW,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2017,35.23
366,A,EG_FEC_RNEW,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2018,35.58
367,A,EG_FEC_RNEW,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2019,33.75
368,A,EG_FEC_RNEW,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2020,33.84
369,A,EG_FEC_RNEW,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2021,30.54
370,A,EG_FEC_RNEW,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2022,31.75
371,A,SG_DSR_LEGREG,CK,_T,_T,_T,_T,_T,_T,_Z,_T,2016,1.0
372,A,SG_DSR_LEGREG,FJ,_T,_T,_T,_T,_T,_T,_Z,_T,2015,1.0
373,A,SG_DSR_LEGREG,FM,_T,_T,_T,_T,_T,_T,_Z,_T,2020,1.0
374,A,SG_DSR_LEGREG,KI,_T,_T,_T,_T,_T,_T,_Z,_T,2020,1.0
375,A,SG_DSR_LEGREG,MH,_T,_T,_T,_T,_T,_T,_Z,_T,2020,1.0
376,A,SG_DSR_LEGREG,NC,_T,_T,_T,_T,_T,_T,_Z,_T,2015,1.0
377,A,SG_DSR_LEGREG,NR,_T,_T,_T,_T,_T,_T,_Z,_T,2013,1.0
378,A,SG_DSR_LEGREG,NU,_T,_T,_T,_T,_T,_T,_Z,_T,2013,1.0
379,A,SG_DSR_LEGREG,PF,_T,_T,_T,_T,_T,_T,_Z,_T,2015,1.0
380,A,SG_DSR_LEGREG,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2013,1.0
381,A,SG_DSR_LEGREG,PW,_T,_T,_T,_T,_T,_T,_Z,_T,2018,1.0
382,A,SG_DSR_LEGREG,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2020,1.0
383,A,SG_DSR_LEGREG,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2015,1.0
384,A,SG_DSR_LEGREG,TV,_T,_T,_T,_T,_T,_T,_Z,_T,2020,1.0
385,A,SG_DSR_LEGREG,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2015,1.0
386,A,SG_DSR_LEGREG,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2015,1.0
387,A,SPC_11_b_2,FJ,_T,_T,_T,_T,_T,_T,_Z,_T,2015,0.0
388,A,SPC_11_b_2,FJ,_T,_T,_T,_T,_T,_T,_Z,_T,2016,0.0
389,A,SPC_11_b_2,FJ,_T,_T,_T,_T,_T,_T,_Z,_T,2017,0.0
390,A,SPC_11_b_2,FJ,_T,_T,_T,_T,_T,_T,_Z,_T,2018,0.0
391,A,SPC_11_b_2,FJ,_T,_T,_T,_T,_T,_T,_Z,_T,2019,0.0
392,A,SPC_11_b_2,FJ,_T,_T,_T,_T,_T,_T,_Z,_T,2020,0.0
393,A,SPC_11_b_2,FJ,_T,_T,_T,_T,_T,_T,_Z,_T,2021,0.0
394,A,SPC_11_b_2,FJ,_T,_T,_T,_T,_T,_T,_Z,_T,2022,0.0
395,A,SPC_11_b_2,FM,_T,_T,_T,_T,_T,_T,_Z,_T,2015,0.0
396,A,SPC_11_b_2,FM,_T,_T,_T,_T,_T,_T,_Z,_T,2016,0.0
397,A,SPC_11_b_2,FM,_T,_T,_T,_T,_T,_T,_Z,_T,2017,0.0
398,A,SPC_11_b_2,FM,_T,_T,_T,_T,_T,_T,_Z,_T,2018,0.0
399,A,SPC_11_b_2,FM,_T,_T,_T,_T,_T,_T,_Z,_T,2019,0.0
400,A,SPC_11_b_2,FM,_T,_T,_T,_T,_T,_T,_Z,_T,2020,5.0
401,A,SPC_11_b_2,FM,_T,_T,_T,_T,_T,_T,_Z,_T,2021,11.7
402,A,SPC_11_b_2,KI,_T,_T,_T,_T,_T,_T,_Z,_T,2014,0.0
403,A,SPC_11_b_2,KI,_T,_T,_T,_T,_T,_T,_Z,_T,2015,4.4
404,A,SPC_11_b_2,KI,_T,_T,_T,_T,_T,_T,_Z,_T,2016,4.4
405,A,SPC_11_b_2,KI,_T,_T,_T,_T,_T,_T,_Z,_T,2017,4.4
406,A,SPC_11_b_2,KI,_T,_T,_T,_T,_T,_T,_Z,_T,2018,13.0
407,A,SPC_11_b_2,KI,_T,_T,_T,_T,_T,_T,_Z,_T,2019,13.0
408,A,SPC_11_b_2,KI,_T,_T,_T,_T,_T,_T,_Z,_T,2020,17.4
409,A,SPC_11_b_2,KI,_T,_T,_T,_T,_T,_T,_Z,_T,2021,26.1
410,A,SPC_11_b_2,MH,_T,_T,_T,_T,_T,_T,_Z,_T,2014,0.0
411,A,SPC_11_b_2,MH,_T,_T,_T,_T,_T,_T,_Z,_T,2015,0.0
412,A,SPC_11_b_2,MH,_T,_T,_T,_T,_T,_T,_Z,_T,2016,0.0
413,A,SPC_11_b_2,MH,_T,_T,_T,_T,_T,_T,_Z,_T,2017,0.0
414,A,SPC_11_b_2,MH,_T,_T,_T,_T,_T,_T,_Z,_T,2018,0.0
415,A,SPC_11_b_2,MH,_T,_T,_T,_T,_T,_T,_Z,_T,2019,0.0
416,A,SPC_11_b_2,MH,_T,_T,_T,_T,_T,_T,_Z,_T,2020,12.5
417,A,SPC_11_b_2,MH,_T,_T,_T,_T,_T,_T,_Z,_T,2021,54.2
418,A,SPC_11_b_2,MH,_T,_T,_T,_T,_T,_T,_Z,_T,2022,75.0
419,A,SPC_11_b_2,NR,_T,_T,_T,_T,_T,_T,_Z,_T,2015,100.0
420,A,SPC_11_b_2,NR,_T,_T,_T,_T,_T,_T,_Z,_T,2016,100.0
421,A,SPC_11_b_2,NR,_T,_T,_T,_T,_T,_T,_Z,_T,2017,100.0
422,A,SPC_11_b_2,NR,_T,_T,_T,_T,_T,_T,_Z,_T,2018,100.0
423,A,SPC_11_b_2,NR,_T,_T,_T,_T,_T,_T,_Z,_T,2019,100.0
424,A,SPC_11_b_2,NR,_T,_T,_T,_T,_T,_T,_Z,_T,2020,100.0
425,A,SPC_11_b_2,NR,_T,_T,_T,_T,_T,_T,_Z,_T,2021,100.0
426,A,SPC_11_b_2,NR,_T,_T,_T,_T,_T,_T,_Z,_T,2022,0.0
427,A,SPC_11_b_2,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2015,0.0
428,A,SPC_11_b_2,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2016,0.0
429,A,SPC_11_b_2,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2017,0.0
430,A,SPC_11_b_2,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2018,0.0
431,A,SPC_11_b_2,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2019,0.0
432,A,SPC_11_b_2,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2020,0.0
433,A,SPC_11_b_2,PW,_T,_T,_T,_T,_T,_T,_Z,_T,2020,62.5
434,A,SPC_11_b_2,PW,_T,_T,_T,_T,_T,_T,_Z,_T,2021,100.0
435,A,SPC_11_b_2,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2018,40.0
436,A,SPC_11_b_2,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2019,0.0
437,A,SPC_11_b_2,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2020,0.0
438,A,SPC_11_b_2,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2021,0.0
439,A,SPC_11_b_2,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2019,66.7
440,A,SPC_11_b_2,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2020,66.7
441,A,SPC_11_b_2,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2021,29.8
442,A,SPC_11_b_2,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2022,33.5
443,A,SPC_11_b_2,TV,_T,_T,_T,_T,_T,_T,_Z,_T,2016,0.0
444,A,SPC_11_b_2,TV,_T,_T,_T,_T,_T,_T,_Z,_T,2017,100.0
445,A,SPC_11_b_2,TV,_T,_T,_T,_T,_T,_T,_Z,_T,2018,100.0
446,A,SPC_11_b_2,TV,_T,_T,_T,_T,_T,_T,_Z,_T,2019,100.0
447,A,SPC_11_b_2,TV,_T,_T,_T,_T,_T,_T,_Z,_T,2020,100.0
448,A,SPC_11_b_2,TV,_T,_T,_T,_T,_T,_T,_Z,_T,2021,100.0
449,A,SPC_11_b_2,TV,_T,_T,_T,_T,_T,_T,_Z,_T,2022,100.0
450,A,SPC_11_b_2,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2015,0.0
451,A,SPC_11_b_2,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2016,100.0
452,A,SPC_11_b_2,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2017,100.0
453,A,SPC_11_b_2,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2018,100.0
454,A,SPC_11_b_2,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2019,100.0
455,A,SPC_11_b_2,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2020,100.0
456,A,SPC_11_b_2,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2021,100.0
457,A,SPC_11_b_2,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2017,0.0
458,A,SPC_11_b_2,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2018,0.0
459,A,SPC_11_b_2,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2019,28.6
460,A,SPC_11_b_2,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2020,50.0
461,A,SPC_11_b_2,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2021,41.6
462,A,SPC_11_b_2,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2022,0.0
463,A,SPC_13_b_1,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2018,100.0
464,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2000,3.586
465,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2001,3.727
466,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2002,3.793
467,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2003,6.434
468,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2004,6.418
469,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2005,6.404
470,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2006,6.382
471,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2007,6.255
472,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2008,3.549
473,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2009,3.427
474,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2010,3.312
475,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2011,3.208
476,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2012,3.167
477,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2013,39.685
478,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2014,93.792
479,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2015,163.719
480,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2016,171.606
481,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2017,173.096
482,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2018,280.125
483,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2019,325.541
484,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2020,327.089
485,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2021,327.589
486,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2022,327.435
487,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_BIO,_T,2000,0.0
488,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_BIO,_T,2001,0.0
489,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_BIO,_T,2002,0.0
490,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_BIO,_T,2003,0.0
491,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_BIO,_T,2004,0.0
492,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_BIO,_T,2005,0.0
493,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_BIO,_T,2006,0.0
494,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_BIO,_T,2007,0.0
495,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_BIO,_T,2008,0.0
496,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_BIO,_T,2009,0.0
497,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_BIO,_T,2010,0.0
498,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_BIO,_T,2011,0.0
499,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_BIO,_T,2012,0.0
500,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_BIO,_T,2013,0.0
501,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_BIO,_T,2014,0.0
502,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_BIO,_T,2015,0.0
503,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_BIO,_T,2016,0.0
504,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_BIO,_T,2017,0.0
505,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_BIO,_T,2018,0.0
506,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_BIO,_T,2019,0.0
507,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_BIO,_T,2020,0.0
508,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_BIO,_T,2021,0.0
509,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_BIO,_T,2022,0.0
510,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_GEO,_T,2000,0.0
511,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_GEO,_T,2001,0.0
512,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_GEO,_T,2002,0.0
513,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_GEO,_T,2003,0.0
514,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_GEO,_T,2004,0.0
515,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_GEO,_T,2005,0.0
516,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_GEO,_T,2006,0.0
517,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_GEO,_T,2007,0.0
518,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_GEO,_T,2008,0.0
519,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_GEO,_T,2009,0.0
520,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_GEO,_T,2010,0.0
521,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_GEO,_T,2011,0.0
522,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_GEO,_T,2012,0.0
523,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_GEO,_T,2013,0.0
524,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_GEO,_T,2014,0.0
525,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_GEO,_T,2015,0.0
526,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_GEO,_T,2016,0.0
527,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_GEO,_T,2017,0.0
528,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_GEO,_T,2018,0.0
529,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_GEO,_T,2019,0.0
530,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_GEO,_T,2020,0.0
531,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_GEO,_T,2021,0.0
532,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_GEO,_T,2022,0.0
533,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_HYDRO,_T,2000,0.0
534,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_HYDRO,_T,2001,0.0
535,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_HYDRO,_T,2002,0.0
536,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_HYDRO,_T,2003,0.0
537,A,SPC_7_b_1,CK,_T,_T,_T,_T,_T,_T,TRE_HYDRO,_T,2004,0.0
