,latitude,longitude,ph_trend
13730,-3.625,172.625,-0.0018649768
13731,-3.625,172.875,-0.0018828176
13732,-3.625,173.125,-0.0018772309
13733,-3.625,173.375,-0.0018744431
13734,-3.625,173.625,-0.0018719108
13735,-3.625,173.875,-0.0018740849
13736,-3.625,174.125,-0.0018852468
13737,-3.625,174.375,-0.0018884351
13738,-3.625,174.625,-0.0018938453
13739,-3.625,174.875,-0.0018841182
13740,-3.625,175.125,-0.0018881771
13741,-3.625,175.375,-0.0018966132
13742,-3.625,175.625,-0.0018929277
13743,-3.625,175.875,-0.0018947884
13744,-3.625,176.125,-0.0019119529
13745,-3.625,176.375,-0.0018959236
13746,-3.625,176.625,-0.0018970545
13747,-3.625,176.875,-0.0019030077
13748,-3.625,177.125,-0.0019053643
13749,-3.625,177.375,-0.001908763
13750,-3.625,177.625,-0.001911071
13751,-3.625,177.875,-0.0019163087
13752,-3.625,178.125,-0.0019278809
13753,-3.625,178.375,-0.001914358
13754,-3.625,178.625,-0.0019182597
13755,-3.625,178.875,-0.0019115754
13756,-3.625,179.125,-0.0019181999
13757,-3.625,179.375,-0.0019152543
13758,-3.625,179.625,-0.0019204784
13759,-3.625,179.875,-0.0019212398
13760,-3.375,140.125,
13761,-3.375,140.375,
13762,-3.375,140.625,
13763,-3.375,140.875,
13764,-3.375,141.125,
13765,-3.375,141.375,
13766,-3.375,141.625,
13767,-3.375,141.875,
13768,-3.375,142.125,
13769,-3.375,142.375,
13770,-3.375,142.625,
13771,-3.375,142.875,
13772,-3.375,143.125,
13773,-3.375,143.375,
13774,-3.375,143.625,
13775,-3.375,143.875,
13776,-3.375,144.125,-0.0015630061
13777,-3.375,144.375,-0.0015953009
13778,-3.375,144.625,-0.0016073122
13779,-3.375,144.875,-0.0016084362
13780,-3.375,145.125,-0.0015963953
13781,-3.375,145.375,-0.0016050466
13782,-3.375,145.625,-0.0016014627
13783,-3.375,145.875,-0.0016129562
13784,-3.375,146.125,-0.0016038493
13785,-3.375,146.375,-0.0016148983
13786,-3.375,146.625,-0.0016084751
13787,-3.375,146.875,-0.0015827161
13788,-3.375,147.125,-0.0015925814
13789,-3.375,147.375,-0.001589422
13790,-3.375,147.625,-0.0015939547
13791,-3.375,147.875,-0.0015909027
13792,-3.375,148.125,-0.0015870717
13793,-3.375,148.375,-0.001576775
13794,-3.375,148.625,-0.001579931
13795,-3.375,148.875,-0.0015712124
13796,-3.375,149.125,-0.0015716943
13797,-3.375,149.375,-0.0015740241
13798,-3.375,149.625,-0.0015663331
13799,-3.375,149.875,-0.001573006
13800,-3.375,150.125,-0.0015811546
13801,-3.375,150.375,-0.0015853203
13802,-3.375,150.625,-0.0015941333
13803,-3.375,150.875,-0.0015910381
13804,-3.375,151.125,-0.0016120339
13805,-3.375,151.375,-0.001632315
13806,-3.375,151.625,-0.0016281221
13807,-3.375,151.875,
13808,-3.375,152.125,
13809,-3.375,152.375,-0.0016617744
13810,-3.375,152.625,-0.0016740662
13811,-3.375,152.875,-0.0016801459
13812,-3.375,153.125,-0.0016923123
13813,-3.375,153.375,-0.0016891871
13814,-3.375,153.625,-0.0016952592
13815,-3.375,153.875,-0.0016967064
13816,-3.375,154.125,-0.0017043805
13817,-3.375,154.375,-0.0017161748
13818,-3.375,154.625,-0.0016872647
13819,-3.375,154.875,-0.0016940397
13820,-3.375,155.125,-0.0016957287
13821,-3.375,155.375,-0.0016920721
13822,-3.375,155.625,-0.001691304
13823,-3.375,155.875,-0.0016991955
13824,-3.375,156.125,-0.0016920022
13825,-3.375,156.375,-0.0016784868
13826,-3.375,156.625,-0.001677965
13827,-3.375,156.875,-0.0016772432
13828,-3.375,157.125,-0.001682131
13829,-3.375,157.375,-0.0016874464
13830,-3.375,157.625,-0.00167244
13831,-3.375,157.875,-0.0016643619
13832,-3.375,158.125,-0.0016703819
13833,-3.375,158.375,-0.0016580829
13834,-3.375,158.625,-0.0016639691
13835,-3.375,158.875,-0.0016587608
13836,-3.375,159.125,-0.0016622435
13837,-3.375,159.375,-0.0016618276
13838,-3.375,159.625,-0.0016601547
13839,-3.375,159.875,-0.0016622561
13840,-3.375,160.125,-0.0016660021
13841,-3.375,160.375,-0.0016695764
13842,-3.375,160.625,-0.0016751682
13843,-3.375,160.875,-0.0016681588
13844,-3.375,161.125,-0.0016788658
13845,-3.375,161.375,-0.001681577
13846,-3.375,161.625,-0.0016810881
13847,-3.375,161.875,-0.0016846618
13848,-3.375,162.125,-0.0016929012
13849,-3.375,162.375,-0.0016980908
13850,-3.375,162.625,-0.0016956922
13851,-3.375,162.875,-0.0017073321
13852,-3.375,163.125,-0.0017212118
13853,-3.375,163.375,-0.0017279782
13854,-3.375,163.625,-0.0017309226
13855,-3.375,163.875,-0.001730872
13856,-3.375,164.125,-0.0017249944
13857,-3.375,164.375,-0.0017352836
13858,-3.375,164.625,-0.0017507857
13859,-3.375,164.875,-0.0017469067
13860,-3.375,165.125,-0.001742693
13861,-3.375,165.375,-0.0017596693
13862,-3.375,165.625,-0.0017649176
13863,-3.375,165.875,-0.0017828803
13864,-3.375,166.125,-0.0017871254
13865,-3.375,166.375,-0.001780909
13866,-3.375,166.625,-0.001784505
13867,-3.375,166.875,-0.0017906799
13868,-3.375,167.125,-0.001794199
13869,-3.375,167.375,-0.0017996884
13870,-3.375,167.625,-0.0018116868
13871,-3.375,167.875,-0.0018065051
13872,-3.375,168.125,-0.001813737
13873,-3.375,168.375,-0.001812452
13874,-3.375,168.625,-0.0018219014
13875,-3.375,168.875,-0.001818817
13876,-3.375,169.125,-0.0018228436
13877,-3.375,169.375,-0.0018274548
13878,-3.375,169.625,-0.0018404388
13879,-3.375,169.875,-0.0018354973
13880,-3.375,170.125,-0.0018456272
13881,-3.375,170.375,-0.0018476946
13882,-3.375,170.625,-0.0018498097
13883,-3.375,170.875,-0.0018533102
13884,-3.375,171.125,-0.0018677213
13885,-3.375,171.375,-0.0018696681
13886,-3.375,171.625,-0.0018717838
13887,-3.375,171.875,-0.0018887178
13888,-3.375,172.125,-0.0018892249
13889,-3.375,172.375,-0.0019015874
13890,-3.375,172.625,-0.001901133
13891,-3.375,172.875,-0.0019101495
13892,-3.375,173.125,-0.0019064572
13893,-3.375,173.375,-0.0019017523
13894,-3.375,173.625,-0.0018980296
13895,-3.375,173.875,-0.0019117349
13896,-3.375,174.125,-0.001908334
13897,-3.375,174.375,-0.0019033839
13898,-3.375,174.625,-0.0019028559
13899,-3.375,174.875,-0.001903594
13900,-3.375,175.125,-0.0019005308
13901,-3.375,175.375,-0.0019004771
13902,-3.375,175.625,-0.0019089906
13903,-3.375,175.875,-0.0019078496
13904,-3.375,176.125,-0.0019095889
13905,-3.375,176.375,-0.0019139566
13906,-3.375,176.625,-0.0019130851
13907,-3.375,176.875,-0.0019148489
13908,-3.375,177.125,-0.0019160738
13909,-3.375,177.375,-0.0019204908
13910,-3.375,177.625,-0.0019245987
13911,-3.375,177.875,-0.001937276
13912,-3.375,178.125,-0.0019272387
13913,-3.375,178.375,-0.0019339693
13914,-3.375,178.625,-0.0019399406
13915,-3.375,178.875,-0.0019416602
13916,-3.375,179.125,-0.0019417432
13917,-3.375,179.375,-0.0019392745
13918,-3.375,179.625,-0.001948241
13919,-3.375,179.875,-0.0019426256
13920,-3.125,140.125,
13921,-3.125,140.375,
13922,-3.125,140.625,
13923,-3.125,140.875,
13924,-3.125,141.125,
13925,-3.125,141.375,
13926,-3.125,141.625,
13927,-3.125,141.875,
13928,-3.125,142.125,
13929,-3.125,142.375,
13930,-3.125,142.625,
13931,-3.125,142.875,
13932,-3.125,143.125,
13933,-3.125,143.375,-0.0015808027
13934,-3.125,143.625,-0.0015913692
13935,-3.125,143.875,-0.0015505225
13936,-3.125,144.125,-0.001574007
13937,-3.125,144.375,-0.0015746723
13938,-3.125,144.625,-0.0015843649
13939,-3.125,144.875,-0.0015788419
13940,-3.125,145.125,-0.0015978486
13941,-3.125,145.375,-0.001606517
13942,-3.125,145.625,-0.0016010181
13943,-3.125,145.875,-0.001621052
13944,-3.125,146.125,-0.0016296434
13945,-3.125,146.375,-0.0016259428
13946,-3.125,146.625,-0.0016251673
13947,-3.125,146.875,-0.0016134669
13948,-3.125,147.125,-0.001598516
13949,-3.125,147.375,-0.0016056169
13950,-3.125,147.625,-0.0016015478
13951,-3.125,147.875,-0.0015912792
13952,-3.125,148.125,-0.0015818125
13953,-3.125,148.375,-0.0015886101
13954,-3.125,148.625,-0.001590318
13955,-3.125,148.875,-0.0015802184
13956,-3.125,149.125,-0.0015856811
13957,-3.125,149.375,-0.001588041
13958,-3.125,149.625,-0.0015870902
13959,-3.125,149.875,-0.0015923779
13960,-3.125,150.125,-0.0015923722
13961,-3.125,150.375,-0.0015872801
13962,-3.125,150.625,-0.0016129947
13963,-3.125,150.875,-0.0016305567
13964,-3.125,151.125,-0.0016488743
13965,-3.125,151.375,
13966,-3.125,151.625,
13967,-3.125,151.875,-0.0016714536
13968,-3.125,152.125,-0.001674837
13969,-3.125,152.375,-0.0017018671
13970,-3.125,152.625,
13971,-3.125,152.875,-0.0016940435
13972,-3.125,153.125,-0.001700902
13973,-3.125,153.375,-0.0017029372
13974,-3.125,153.625,-0.0016989581
13975,-3.125,153.875,-0.0017121639
13976,-3.125,154.125,-0.0017009327
13977,-3.125,154.375,-0.0017139567
13978,-3.125,154.625,-0.0017040614
13979,-3.125,154.875,-0.0017119189
13980,-3.125,155.125,-0.0016995182
13981,-3.125,155.375,-0.0017064783
13982,-3.125,155.625,-0.0017021381
13983,-3.125,155.875,-0.0017081805
13984,-3.125,156.125,-0.0016959037
13985,-3.125,156.375,-0.0016929086
13986,-3.125,156.625,-0.0017048898
13987,-3.125,156.875,-0.0016983782
13988,-3.125,157.125,-0.0017023641
13989,-3.125,157.375,-0.0017002267
13990,-3.125,157.625,-0.0017047853
13991,-3.125,157.875,-0.0016943002
13992,-3.125,158.125,-0.0016847006
13993,-3.125,158.375,-0.0016835021
13994,-3.125,158.625,-0.0016798805
13995,-3.125,158.875,-0.0016836037
13996,-3.125,159.125,-0.0016827632
13997,-3.125,159.375,-0.0016864724
13998,-3.125,159.625,-0.0016842929
13999,-3.125,159.875,-0.0016928776
14000,-3.125,160.125,-0.0016850982
14001,-3.125,160.375,-0.001682452
14002,-3.125,160.625,-0.0016909393
14003,-3.125,160.875,-0.0016891845
14004,-3.125,161.125,-0.0016960403
14005,-3.125,161.375,-0.0017029061
14006,-3.125,161.625,-0.001702503
14007,-3.125,161.875,-0.0017172676
14008,-3.125,162.125,-0.0017228831
14009,-3.125,162.375,-0.001723921
14010,-3.125,162.625,-0.0017307545
14011,-3.125,162.875,-0.0017332819
14012,-3.125,163.125,-0.001745943
14013,-3.125,163.375,-0.0017482985
14014,-3.125,163.625,-0.001745419
14015,-3.125,163.875,-0.0017533052
14016,-3.125,164.125,-0.0017567879
14017,-3.125,164.375,-0.0017526462
14018,-3.125,164.625,-0.0017676381
14019,-3.125,164.875,-0.0017647884
14020,-3.125,165.125,-0.0017727192
14021,-3.125,165.375,-0.0017813672
14022,-3.125,165.625,-0.0017899818
14023,-3.125,165.875,-0.0017994035
14024,-3.125,166.125,-0.0018059595
14025,-3.125,166.375,-0.0018159231
14026,-3.125,166.625,-0.0018103129
14027,-3.125,166.875,-0.0018167754
14028,-3.125,167.125,-0.0018196942
14029,-3.125,167.375,-0.0018207052
14030,-3.125,167.625,-0.0018182179
14031,-3.125,167.875,-0.0018282213
14032,-3.125,168.125,-0.0018304999
14033,-3.125,168.375,-0.0018323883
14034,-3.125,168.625,-0.0018414261
14035,-3.125,168.875,-0.0018363025
14036,-3.125,169.125,-0.0018418436
14037,-3.125,169.375,-0.0018440249
14038,-3.125,169.625,-0.0018507885
14039,-3.125,169.875,-0.0018593319
14040,-3.125,170.125,-0.0018528424
14041,-3.125,170.375,-0.0018701094
14042,-3.125,170.625,-0.0018764711
14043,-3.125,170.875,-0.0018900639
14044,-3.125,171.125,-0.001894275
14045,-3.125,171.375,-0.0019046394
14046,-3.125,171.625,-0.0018983358
14047,-3.125,171.875,-0.0019091093
14048,-3.125,172.125,-0.0019117005
14049,-3.125,172.375,-0.001923243
14050,-3.125,172.625,-0.0019228226
14051,-3.125,172.875,-0.0019203835
14052,-3.125,173.125,-0.0019267539
14053,-3.125,173.375,-0.0019205082
14054,-3.125,173.625,-0.001917104
14055,-3.125,173.875,-0.0019335286
14056,-3.125,174.125,-0.0019271576
14057,-3.125,174.375,-0.001919149
14058,-3.125,174.625,-0.0019205447
14059,-3.125,174.875,-0.0019209818
14060,-3.125,175.125,-0.0019146693
14061,-3.125,175.375,-0.0019185846
14062,-3.125,175.625,-0.0019252483
14063,-3.125,175.875,-0.0019219113
14064,-3.125,176.125,-0.0019246009
14065,-3.125,176.375,-0.0019164479
14066,-3.125,176.625,-0.0019275718
14067,-3.125,176.875,-0.0019270726
14068,-3.125,177.125,-0.0019294968
14069,-3.125,177.375,-0.0019300745
14070,-3.125,177.625,-0.0019357216
14071,-3.125,177.875,-0.0019315231
14072,-3.125,178.125,-0.0019539786
14073,-3.125,178.375,-0.001959549
14074,-3.125,178.625,-0.0019590263
14075,-3.125,178.875,-0.0019639446
14076,-3.125,179.125,-0.0019506514
14077,-3.125,179.375,-0.0019645647
14078,-3.125,179.625,-0.0019640063
14079,-3.125,179.875,-0.0019693081
14080,-2.875,140.125,
14081,-2.875,140.375,
14082,-2.875,140.625,
14083,-2.875,140.875,
14084,-2.875,141.125,
14085,-2.875,141.375,
14086,-2.875,141.625,
14087,-2.875,141.875,
14088,-2.875,142.125,
14089,-2.875,142.375,
14090,-2.875,142.625,-0.001593458
14091,-2.875,142.875,-0.0015933873
14092,-2.875,143.125,-0.0016081083
14093,-2.875,143.375,-0.0015966299
14094,-2.875,143.625,-0.0015808995
14095,-2.875,143.875,-0.0015820514
14096,-2.875,144.125,-0.0015804536
14097,-2.875,144.375,-0.0015753926
14098,-2.875,144.625,-0.0015859192
14099,-2.875,144.875,-0.0015857307
14100,-2.875,145.125,-0.0015985237
14101,-2.875,145.375,-0.0016150735
14102,-2.875,145.625,-0.0016203722
14103,-2.875,145.875,-0.0016309681
14104,-2.875,146.125,-0.0016501291
14105,-2.875,146.375,-0.0016616295
14106,-2.875,146.625,-0.0016350211
14107,-2.875,146.875,-0.0016374734
14108,-2.875,147.125,-0.0016324322
14109,-2.875,147.375,-0.0016215416
14110,-2.875,147.625,-0.0016057579
14111,-2.875,147.875,-0.0016054669
14112,-2.875,148.125,-0.0016060797
14113,-2.875,148.375,-0.001607559
14114,-2.875,148.625,-0.001609361
14115,-2.875,148.875,-0.0016042696
14116,-2.875,149.125,-0.0016091136
14117,-2.875,149.375,-0.0016184953
14118,-2.875,149.625,-0.0016110529
14119,-2.875,149.875,-0.0016099885
14120,-2.875,150.125,-0.0016127017
14121,-2.875,150.375,-0.0016241609
14122,-2.875,150.625,-0.0016416754
14123,-2.875,150.875,-0.0016779513
14124,-2.875,151.125,
14125,-2.875,151.375,
14126,-2.875,151.625,-0.0016817558
14127,-2.875,151.875,-0.0017123638
14128,-2.875,152.125,-0.0017013995
14129,-2.875,152.375,-0.0017094488
14130,-2.875,152.625,-0.0017163496
14131,-2.875,152.875,-0.0017158677
14132,-2.875,153.125,-0.0017198151
14133,-2.875,153.375,-0.0017234929
14134,-2.875,153.625,-0.0017217126
14135,-2.875,153.875,-0.0017187889
14136,-2.875,154.125,-0.0017096841
14137,-2.875,154.375,-0.0017162642
14138,-2.875,154.625,-0.0017154434
14139,-2.875,154.875,-0.0017181461
14140,-2.875,155.125,-0.0017194718
14141,-2.875,155.375,-0.001711487
14142,-2.875,155.625,-0.0017179371
14143,-2.875,155.875,-0.0017150168
14144,-2.875,156.125,-0.0017152724
14145,-2.875,156.375,-0.0017102316
14146,-2.875,156.625,-0.0017191893
14147,-2.875,156.875,-0.0017206452
14148,-2.875,157.125,-0.0017088895
14149,-2.875,157.375,-0.0017181154
14150,-2.875,157.625,-0.0017102502
14151,-2.875,157.875,-0.0017145292
14152,-2.875,158.125,-0.0017044029
14153,-2.875,158.375,-0.0017014886
14154,-2.875,158.625,-0.0016996827
14155,-2.875,158.875,-0.0016937702
14156,-2.875,159.125,-0.0016927887
14157,-2.875,159.375,-0.0017101226
14158,-2.875,159.625,-0.0016946518
14159,-2.875,159.875,-0.0017110934
14160,-2.875,160.125,-0.0017134837
14161,-2.875,160.375,-0.001711109
14162,-2.875,160.625,-0.001705031
14163,-2.875,160.875,-0.0017088412
14164,-2.875,161.125,-0.0017203853
14165,-2.875,161.375,-0.0017196913
14166,-2.875,161.625,-0.0017235478
14167,-2.875,161.875,-0.0017461485
14168,-2.875,162.125,-0.0017481749
14169,-2.875,162.375,-0.0017524228
14170,-2.875,162.625,-0.0017514019
14171,-2.875,162.875,-0.0017589112
14172,-2.875,163.125,-0.0017607112
14173,-2.875,163.375,-0.0017663948
14174,-2.875,163.625,-0.0017678685
14175,-2.875,163.875,-0.0017704509
14176,-2.875,164.125,-0.0017774425
14177,-2.875,164.375,-0.0017799219
14178,-2.875,164.625,-0.0017860411
14179,-2.875,164.875,-0.0017921687
14180,-2.875,165.125,-0.0017946084
14181,-2.875,165.375,-0.0018090433
14182,-2.875,165.625,-0.0018115547
14183,-2.875,165.875,-0.0018129603
14184,-2.875,166.125,-0.0018230027
14185,-2.875,166.375,-0.0018247804
14186,-2.875,166.625,-0.0018311122
14187,-2.875,166.875,-0.0018262828
14188,-2.875,167.125,-0.001841111
14189,-2.875,167.375,-0.0018415565
14190,-2.875,167.625,-0.0018459845
14191,-2.875,167.875,-0.0018395081
14192,-2.875,168.125,-0.0018451299
14193,-2.875,168.375,-0.0018446487
14194,-2.875,168.625,-0.001862251
14195,-2.875,168.875,-0.0018613447
14196,-2.875,169.125,-0.0018724623
14197,-2.875,169.375,-0.001869513
14198,-2.875,169.625,-0.0018807906
14199,-2.875,169.875,-0.0018826263
14200,-2.875,170.125,-0.0018827121
14201,-2.875,170.375,-0.0018878942
14202,-2.875,170.625,-0.0019026019
14203,-2.875,170.875,-0.0019133366
14204,-2.875,171.125,-0.0019095063
14205,-2.875,171.375,-0.0019222233
14206,-2.875,171.625,-0.0019226322
14207,-2.875,171.875,-0.0019259523
14208,-2.875,172.125,-0.0019363394
14209,-2.875,172.375,-0.0019441332
14210,-2.875,172.625,-0.0019434245
14211,-2.875,172.875,-0.0019411749
14212,-2.875,173.125,-0.001950826
14213,-2.875,173.375,-0.0019440185
14214,-2.875,173.625,-0.0019432267
14215,-2.875,173.875,-0.0019403723
14216,-2.875,174.125,-0.0019394096
14217,-2.875,174.375,-0.0019340601
14218,-2.875,174.625,-0.0019368734
14219,-2.875,174.875,-0.0019353277
14220,-2.875,175.125,-0.0019242534
14221,-2.875,175.375,-0.0019319997
14222,-2.875,175.625,-0.0019289455
14223,-2.875,175.875,-0.0019309544
14224,-2.875,176.125,-0.0019329508
14225,-2.875,176.375,-0.001940041
14226,-2.875,176.625,-0.0019397334
14227,-2.875,176.875,-0.0019441514
14228,-2.875,177.125,-0.0019476754
14229,-2.875,177.375,-0.0019542978
14230,-2.875,177.625,-0.0019426693
14231,-2.875,177.875,-0.001963499
14232,-2.875,178.125,-0.0019591476
14233,-2.875,178.375,-0.0019602843
14234,-2.875,178.625,-0.0019655735
14235,-2.875,178.875,-0.0019590054
14236,-2.875,179.125,-0.0019747724
14237,-2.875,179.375,-0.0019681244
14238,-2.875,179.625,-0.0019697645
14239,-2.875,179.875,-0.0019700876
14240,-2.625,140.125,
14241,-2.625,140.375,
14242,-2.625,140.625,
14243,-2.625,140.875,
14244,-2.625,141.125,
14245,-2.625,141.375,
14246,-2.625,141.625,
14247,-2.625,141.875,
14248,-2.625,142.125,-0.0015902824
14249,-2.625,142.375,-0.0015952481
14250,-2.625,142.625,-0.0015792199
14251,-2.625,142.875,-0.0015933318
14252,-2.625,143.125,-0.0015890732
14253,-2.625,143.375,-0.0015907154
14254,-2.625,143.625,-0.0015794734
14255,-2.625,143.875,-0.0015762494
14256,-2.625,144.125,-0.0015762192
14257,-2.625,144.375,-0.0015775379
14258,-2.625,144.625,-0.0015884896
14259,-2.625,144.875,-0.0015994263
14260,-2.625,145.125,-0.0016029915
14261,-2.625,145.375,-0.001616041
14262,-2.625,145.625,-0.0016277579
14263,-2.625,145.875,-0.0016339731
14264,-2.625,146.125,-0.0016714621
14265,-2.625,146.375,-0.0016766158
14266,-2.625,146.625,-0.0016669895
14267,-2.625,146.875,-0.0016679579
14268,-2.625,147.125,-0.0016461853
14269,-2.625,147.375,-0.0016356369
14270,-2.625,147.625,-0.0016318958
14271,-2.625,147.875,-0.0016181162
14272,-2.625,148.125,-0.0016319335
14273,-2.625,148.375,-0.0016270932
14274,-2.625,148.625,-0.0016153717
14275,-2.625,148.875,-0.0016203144
14276,-2.625,149.125,-0.0016401369
14277,-2.625,149.375,-0.001640018
14278,-2.625,149.625,-0.0016687402
14279,-2.625,149.875,-0.0016287229
14280,-2.625,150.125,
14281,-2.625,150.375,
14282,-2.625,150.625,
14283,-2.625,150.875,
14284,-2.625,151.125,-0.0016496992
14285,-2.625,151.375,-0.001681835
14286,-2.625,151.625,-0.0017038425
14287,-2.625,151.875,-0.0017217457
14288,-2.625,152.125,-0.0017141353
14289,-2.625,152.375,-0.0017153767
14290,-2.625,152.625,-0.0017232847
14291,-2.625,152.875,-0.0017268161
14292,-2.625,153.125,-0.0017262256
14293,-2.625,153.375,-0.0017214895
14294,-2.625,153.625,-0.0017259408
14295,-2.625,153.875,-0.0017239628
14296,-2.625,154.125,-0.0017152554
14297,-2.625,154.375,-0.0017156126
14298,-2.625,154.625,-0.0017284579
14299,-2.625,154.875,-0.0017220769
14300,-2.625,155.125,-0.0017307244
14301,-2.625,155.375,-0.0017279015
14302,-2.625,155.625,-0.0017295495
14303,-2.625,155.875,-0.0017245307
14304,-2.625,156.125,-0.001722495
14305,-2.625,156.375,-0.0017235287
14306,-2.625,156.625,-0.0017210677
14307,-2.625,156.875,-0.001733225
14308,-2.625,157.125,-0.0017305022
14309,-2.625,157.375,-0.0017363256
14310,-2.625,157.625,-0.0017319166
14311,-2.625,157.875,-0.001731994
14312,-2.625,158.125,-0.0017232139
14313,-2.625,158.375,-0.0017216677
14314,-2.625,158.625,-0.001721155
14315,-2.625,158.875,-0.0017283637
14316,-2.625,159.125,-0.0017273616
14317,-2.625,159.375,-0.0017257328
14318,-2.625,159.625,-0.001733803
14319,-2.625,159.875,-0.0017216755
14320,-2.625,160.125,-0.0017305408
14321,-2.625,160.375,-0.0017237025
14322,-2.625,160.625,-0.0017414874
14323,-2.625,160.875,-0.0017437262
14324,-2.625,161.125,-0.0017397912
14325,-2.625,161.375,-0.0017464876
14326,-2.625,161.625,-0.001759317
14327,-2.625,161.875,-0.0017538012
14328,-2.625,162.125,-0.0017654526
14329,-2.625,162.375,-0.001763939
14330,-2.625,162.625,-0.0017657904
14331,-2.625,162.875,-0.001768417
14332,-2.625,163.125,-0.0017727044
14333,-2.625,163.375,-0.0017753734
14334,-2.625,163.625,-0.0017825125
14335,-2.625,163.875,-0.0017888487
14336,-2.625,164.125,-0.001794352
14337,-2.625,164.375,-0.0017957925
14338,-2.625,164.625,-0.0017948296
14339,-2.625,164.875,-0.0018030899
14340,-2.625,165.125,-0.0018126107
14341,-2.625,165.375,-0.0018139422
14342,-2.625,165.625,-0.001822644
14343,-2.625,165.875,-0.0018268847
14344,-2.625,166.125,-0.0018350078
14345,-2.625,166.375,-0.0018393898
14346,-2.625,166.625,-0.0018333188
14347,-2.625,166.875,-0.0018432117
14348,-2.625,167.125,-0.0018609334
14349,-2.625,167.375,-0.001852015
14350,-2.625,167.625,-0.0018653458
14351,-2.625,167.875,-0.0018621442
14352,-2.625,168.125,-0.0018694364
14353,-2.625,168.375,-0.0018717402
14354,-2.625,168.625,-0.0018664045
14355,-2.625,168.875,-0.0018808768
14356,-2.625,169.125,-0.001881375
14357,-2.625,169.375,-0.0018902773
14358,-2.625,169.625,-0.0018845308
14359,-2.625,169.875,-0.0018847397
14360,-2.625,170.125,-0.0018963255
14361,-2.625,170.375,-0.001908963
14362,-2.625,170.625,-0.001913123
14363,-2.625,170.875,-0.0019325246
14364,-2.625,171.125,-0.0019314033
14365,-2.625,171.375,-0.0019387485
14366,-2.625,171.625,-0.0019341921
14367,-2.625,171.875,-0.0019431628
14368,-2.625,172.125,-0.0019507073
14369,-2.625,172.375,-0.001953704
14370,-2.625,172.625,-0.0019586198
14371,-2.625,172.875,-0.0019595567
14372,-2.625,173.125,-0.0019593732
14373,-2.625,173.375,-0.0019618145
14374,-2.625,173.625,-0.0019523182
14375,-2.625,173.875,-0.0019643907
14376,-2.625,174.125,-0.0019448334
14377,-2.625,174.375,-0.0019502428
14378,-2.625,174.625,-0.0019536824
14379,-2.625,174.875,-0.0019487077
14380,-2.625,175.125,-0.0019572293
14381,-2.625,175.375,-0.0019450762
14382,-2.625,175.625,-0.0019501483
14383,-2.625,175.875,-0.001947204
14384,-2.625,176.125,-0.0019519373
14385,-2.625,176.375,-0.0019588359
14386,-2.625,176.625,-0.0019635845
14387,-2.625,176.875,-0.0019679803
14388,-2.625,177.125,-0.0019659218
14389,-2.625,177.375,-0.0019567513
14390,-2.625,177.625,-0.0019665197
14391,-2.625,177.875,-0.0019809112
14392,-2.625,178.125,-0.0019673638
14393,-2.625,178.375,-0.0019834137
14394,-2.625,178.625,-0.0019845923
14395,-2.625,178.875,-0.0019820696
14396,-2.625,179.125,-0.0019810118
14397,-2.625,179.375,-0.0019779936
14398,-2.625,179.625,-0.0019824065
14399,-2.625,179.875,-0.001975962
14400,-2.375,140.125,
14401,-2.375,140.375,
14402,-2.375,140.625,
14403,-2.375,140.875,
14404,-2.375,141.125,
14405,-2.375,141.375,-0.0015600481
14406,-2.375,141.625,-0.0015634962
14407,-2.375,141.875,-0.0015635553
14408,-2.375,142.125,-0.0015649899
14409,-2.375,142.375,-0.0015691444
14410,-2.375,142.625,-0.0015627835
14411,-2.375,142.875,-0.0015682083
14412,-2.375,143.125,-0.0015749191
14413,-2.375,143.375,-0.0015845969
14414,-2.375,143.625,-0.0015866145
14415,-2.375,143.875,-0.0015744596
14416,-2.375,144.125,-0.0015805331
14417,-2.375,144.375,-0.0015994152
14418,-2.375,144.625,-0.0015866656
14419,-2.375,144.875,-0.0016049929
14420,-2.375,145.125,-0.0016102967
14421,-2.375,145.375,-0.0016294217
14422,-2.375,145.625,-0.0016460508
14423,-2.375,145.875,-0.0016525236
14424,-2.375,146.125,-0.00168544
14425,-2.375,146.375,-0.0017083053
14426,-2.375,146.625,-0.0017193999
14427,-2.375,146.875,-0.0017458383
14428,-2.375,147.125,-0.0016856013
14429,-2.375,147.375,
14430,-2.375,147.625,-0.0016544241
14431,-2.375,147.875,-0.001627096
14432,-2.375,148.125,-0.001631733
14433,-2.375,148.375,-0.0016474753
14434,-2.375,148.625,-0.0016413073
14435,-2.375,148.875,-0.001648229
14436,-2.375,149.125,-0.0016565032
14437,-2.375,149.375,-0.0016525201
14438,-2.375,149.625,-0.0016581746
14439,-2.375,149.875,-0.0016569756
14440,-2.375,150.125,
14441,-2.375,150.375,-0.001672117
14442,-2.375,150.625,-0.0016585831
14443,-2.375,150.875,-0.0016597955
14444,-2.375,151.125,-0.0016729856
14445,-2.375,151.375,-0.001692764
14446,-2.375,151.625,-0.0017085597
14447,-2.375,151.875,-0.0017150722
14448,-2.375,152.125,-0.0017272892
14449,-2.375,152.375,-0.0017308148
14450,-2.375,152.625,-0.0017338009
14451,-2.375,152.875,-0.0017293931
14452,-2.375,153.125,-0.0017261867
14453,-2.375,153.375,-0.0017393739
14454,-2.375,153.625,-0.0017226964
14455,-2.375,153.875,-0.0017319625
