STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,INDICATOR,Indicator,GEO_PICT,Pacific Island Countries and territories,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,INCOME,Income,EDUCATION,Education level,OCCUPATION,Occupation,COMPOSITE_BREAKDOWN,Composite breakdown,DISABILITY,Disability,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,REPORTING_TYPE,Reporting type,NATURE,Nature,DATA_SOURCE,Data source,OBS_STATUS,Observation Status,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_BP50_6(1.0),Blue Pacific 2050: Ocean And Environment (Thematic Area 6),I,A,Annual,ER_MRN_MARINKBA,Protected area coverage for marine (Key Biodiversity Area),CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2014,,0,,PERCENT,percent,G,Global,C,Country Data,"BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)",,,,,
DATAFLOW,SPC:DF_BP50_6(1.0),Blue Pacific 2050: Ocean And Environment (Thematic Area 6),I,A,Annual,ER_MRN_MARINKBA,Protected area coverage for marine (Key Biodiversity Area),CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,0,,PERCENT,percent,G,Global,C,Country Data,"BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)",,,,,
DATAFLOW,SPC:DF_BP50_6(1.0),Blue Pacific 2050: Ocean And Environment (Thematic Area 6),I,A,Annual,ER_MRN_MARINKBA,Protected area coverage for marine (Key Biodiversity Area),CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2016,,0,,PERCENT,percent,G,Global,C,Country Data,"BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)",,,,,
DATAFLOW,SPC:DF_BP50_6(1.0),Blue Pacific 2050: Ocean And Environment (Thematic Area 6),I,A,Annual,ER_MRN_MARINKBA,Protected area coverage for marine (Key Biodiversity Area),CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2017,,29.34,,PERCENT,percent,G,Global,C,Country Data,"BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)",,,,,
DATAFLOW,SPC:DF_BP50_6(1.0),Blue Pacific 2050: Ocean And Environment (Thematic Area 6),I,A,Annual,ER_MRN_MARINKBA,Protected area coverage for marine (Key Biodiversity Area),CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2018,,29.34,,PERCENT,percent,G,Global,C,Country Data,"BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)",,,,,
DATAFLOW,SPC:DF_BP50_6(1.0),Blue Pacific 2050: Ocean And Environment (Thematic Area 6),I,A,Annual,ER_MRN_MARINKBA,Protected area coverage for marine (Key Biodiversity Area),CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,29.34,,PERCENT,percent,G,Global,C,Country Data,"BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)",,,,,
DATAFLOW,SPC:DF_BP50_6(1.0),Blue Pacific 2050: Ocean And Environment (Thematic Area 6),I,A,Annual,ER_MRN_MARINKBA,Protected area coverage for marine (Key Biodiversity Area),WS,Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2000,,2.42,,PERCENT,percent,G,Global,C,Country Data,"BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)",,,,,
DATAFLOW,SPC:DF_BP50_6(1.0),Blue Pacific 2050: Ocean And Environment (Thematic Area 6),I,A,Annual,ER_MRN_MARINKBA,Protected area coverage for marine (Key Biodiversity Area),WS,Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2001,,2.42,,PERCENT,percent,G,Global,C,Country Data,"BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)",,,,,
DATAFLOW,SPC:DF_BP50_6(1.0),Blue Pacific 2050: Ocean And Environment (Thematic Area 6),I,A,Annual,ER_MRN_MARINKBA,Protected area coverage for marine (Key Biodiversity Area),WS,Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2002,,2.42,,PERCENT,percent,G,Global,C,Country Data,"BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)",,,,,
DATAFLOW,SPC:DF_BP50_6(1.0),Blue Pacific 2050: Ocean And Environment (Thematic Area 6),I,A,Annual,ER_MRN_MARINKBA,Protected area coverage for marine (Key Biodiversity Area),WS,Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2003,,2.42,,PERCENT,percent,G,Global,C,Country Data,"BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)",,,,,
DATAFLOW,SPC:DF_BP50_6(1.0),Blue Pacific 2050: Ocean And Environment (Thematic Area 6),I,A,Annual,ER_MRN_MARINKBA,Protected area coverage for marine (Key Biodiversity Area),WS,Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2004,,2.42,,PERCENT,percent,G,Global,C,Country Data,"BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)",,,,,
DATAFLOW,SPC:DF_BP50_6(1.0),Blue Pacific 2050: Ocean And Environment (Thematic Area 6),I,A,Annual,ER_MRN_MARINKBA,Protected area coverage for marine (Key Biodiversity Area),WS,Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2005,,2.42,,PERCENT,percent,G,Global,C,Country Data,"BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)",,,,,
DATAFLOW,SPC:DF_BP50_6(1.0),Blue Pacific 2050: Ocean And Environment (Thematic Area 6),I,A,Annual,ER_MRN_MARINKBA,Protected area coverage for marine (Key Biodiversity Area),WS,Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2006,,2.42,,PERCENT,percent,G,Global,C,Country Data,"BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)",,,,,
DATAFLOW,SPC:DF_BP50_6(1.0),Blue Pacific 2050: Ocean And Environment (Thematic Area 6),I,A,Annual,ER_MRN_MARINKBA,Protected area coverage for marine (Key Biodiversity Area),WS,Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2007,,2.42,,PERCENT,percent,G,Global,C,Country Data,"BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)",,,,,
DATAFLOW,SPC:DF_BP50_6(1.0),Blue Pacific 2050: Ocean And Environment (Thematic Area 6),I,A,Annual,ER_MRN_MARINKBA,Protected area coverage for marine (Key Biodiversity Area),WS,Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2008,,2.42,,PERCENT,percent,G,Global,C,Country Data,"BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)",,,,,
DATAFLOW,SPC:DF_BP50_6(1.0),Blue Pacific 2050: Ocean And Environment (Thematic Area 6),I,A,Annual,ER_MRN_MARINKBA,Protected area coverage for marine (Key Biodiversity Area),WS,Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2009,,2.42,,PERCENT,percent,G,Global,C,Country Data,"BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)",,,,,
DATAFLOW,SPC:DF_BP50_6(1.0),Blue Pacific 2050: Ocean And Environment (Thematic Area 6),I,A,Annual,ER_MRN_MARINKBA,Protected area coverage for marine (Key Biodiversity Area),WS,Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2010,,2.42,,PERCENT,percent,G,Global,C,Country Data,"BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)",,,,,
DATAFLOW,SPC:DF_BP50_6(1.0),Blue Pacific 2050: Ocean And Environment (Thematic Area 6),I,A,Annual,ER_MRN_MARINKBA,Protected area coverage for marine (Key Biodiversity Area),WS,Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2011,,2.42,,PERCENT,percent,G,Global,C,Country Data,"BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)",,,,,
DATAFLOW,SPC:DF_BP50_6(1.0),Blue Pacific 2050: Ocean And Environment (Thematic Area 6),I,A,Annual,ER_MRN_MARINKBA,Protected area coverage for marine (Key Biodiversity Area),WS,Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2012,,2.42,,PERCENT,percent,G,Global,C,Country Data,"BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)",,,,,
DATAFLOW,SPC:DF_BP50_6(1.0),Blue Pacific 2050: Ocean And Environment (Thematic Area 6),I,A,Annual,ER_MRN_MARINKBA,Protected area coverage for marine (Key Biodiversity Area),WS,Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,2.42,,PERCENT,percent,G,Global,C,Country Data,"BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)",,,,,
DATAFLOW,SPC:DF_BP50_6(1.0),Blue Pacific 2050: Ocean And Environment (Thematic Area 6),I,A,Annual,ER_MRN_MARINKBA,Protected area coverage for marine (Key Biodiversity Area),WS,Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2014,,2.42,,PERCENT,percent,G,Global,C,Country Data,"BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)",,,,,
DATAFLOW,SPC:DF_BP50_6(1.0),Blue Pacific 2050: Ocean And Environment (Thematic Area 6),I,A,Annual,ER_MRN_MARINKBA,Protected area coverage for marine (Key Biodiversity Area),WS,Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,2.42,,PERCENT,percent,G,Global,C,Country Data,"BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)",,,,,
DATAFLOW,SPC:DF_BP50_6(1.0),Blue Pacific 2050: Ocean And Environment (Thematic Area 6),I,A,Annual,ER_MRN_MARINKBA,Protected area coverage for marine (Key Biodiversity Area),WS,Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2016,,2.42,,PERCENT,percent,G,Global,C,Country Data,"BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)",,,,,
DATAFLOW,SPC:DF_BP50_6(1.0),Blue Pacific 2050: Ocean And Environment (Thematic Area 6),I,A,Annual,ER_MRN_MARINKBA,Protected area coverage for marine (Key Biodiversity Area),WS,Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2017,,2.42,,PERCENT,percent,G,Global,C,Country Data,"BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)",,,,,
DATAFLOW,SPC:DF_BP50_6(1.0),Blue Pacific 2050: Ocean And Environment (Thematic Area 6),I,A,Annual,ER_MRN_MARINKBA,Protected area coverage for marine (Key Biodiversity Area),WS,Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2018,,2.42,,PERCENT,percent,G,Global,C,Country Data,"BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)",,,,,
DATAFLOW,SPC:DF_BP50_6(1.0),Blue Pacific 2050: Ocean And Environment (Thematic Area 6),I,A,Annual,ER_MRN_MARINKBA,Protected area coverage for marine (Key Biodiversity Area),WS,Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,2.42,,PERCENT,percent,G,Global,C,Country Data,"BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)",,,,,
DATAFLOW,SPC:DF_BP50_6(1.0),Blue Pacific 2050: Ocean And Environment (Thematic Area 6),I,A,Annual,ER_MRN_MARINKBA,Protected area coverage for marine (Key Biodiversity Area),PF,French Polynesia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2000,,0,,PERCENT,percent,G,Global,C,Country Data,"BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)",,,,,
