STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,SEX,Sex,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,_T,Pacific region,POPCHILD,Proportion of children (<14),_T,Total,2046,,27,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,_T,Pacific region,POPCHILD,Proportion of children (<14),_T,Total,2047,,26,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,_T,Pacific region,POPCHILD,Proportion of children (<14),_T,Total,2048,,26,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,_T,Pacific region,POPCHILD,Proportion of children (<14),_T,Total,2049,,26,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,_T,Pacific region,POPCHILD,Proportion of children (<14),_T,Total,2050,,26,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,GU,Guam,POPYOUTH,Proportion of youth (15-24),_T,Total,2025,,14,,PERCENT,percent,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,GU,Guam,POPYOUTH,Proportion of youth (15-24),_T,Total,2026,,14,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,GU,Guam,POPYOUTH,Proportion of youth (15-24),_T,Total,2027,,14,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,GU,Guam,POPYOUTH,Proportion of youth (15-24),_T,Total,2028,,14,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,GU,Guam,POPYOUTH,Proportion of youth (15-24),_T,Total,2029,,15,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,GU,Guam,POPYOUTH,Proportion of youth (15-24),_T,Total,2030,,15,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,GU,Guam,POPYOUTH,Proportion of youth (15-24),_T,Total,2031,,15,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,GU,Guam,POPYOUTH,Proportion of youth (15-24),_T,Total,2032,,15,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,GU,Guam,POPYOUTH,Proportion of youth (15-24),_T,Total,2033,,16,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,GU,Guam,POPYOUTH,Proportion of youth (15-24),_T,Total,2034,,16,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,GU,Guam,POPYOUTH,Proportion of youth (15-24),_T,Total,2035,,16,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,GU,Guam,POPYOUTH,Proportion of youth (15-24),_T,Total,2036,,16,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,GU,Guam,POPYOUTH,Proportion of youth (15-24),_T,Total,2037,,16,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,GU,Guam,POPYOUTH,Proportion of youth (15-24),_T,Total,2038,,16,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,GU,Guam,POPYOUTH,Proportion of youth (15-24),_T,Total,2039,,16,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,GU,Guam,POPYOUTH,Proportion of youth (15-24),_T,Total,2040,,16,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,GU,Guam,POPYOUTH,Proportion of youth (15-24),_T,Total,2041,,15,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,GU,Guam,POPYOUTH,Proportion of youth (15-24),_T,Total,2042,,15,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,GU,Guam,POPYOUTH,Proportion of youth (15-24),_T,Total,2043,,15,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,GU,Guam,POPYOUTH,Proportion of youth (15-24),_T,Total,2044,,15,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,GU,Guam,POPYOUTH,Proportion of youth (15-24),_T,Total,2045,,15,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,GU,Guam,POPYOUTH,Proportion of youth (15-24),_T,Total,2046,,14,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,GU,Guam,POPYOUTH,Proportion of youth (15-24),_T,Total,2047,,14,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,GU,Guam,POPYOUTH,Proportion of youth (15-24),_T,Total,2048,,14,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,GU,Guam,POPYOUTH,Proportion of youth (15-24),_T,Total,2049,,14,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,GU,Guam,POPYOUTH,Proportion of youth (15-24),_T,Total,2050,,14,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NC,New Caledonia,POPCHILD,Proportion of children (<14),_T,Total,2025,,21,,PERCENT,percent,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NC,New Caledonia,POPCHILD,Proportion of children (<14),_T,Total,2026,,21,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NC,New Caledonia,POPCHILD,Proportion of children (<14),_T,Total,2027,,21,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NC,New Caledonia,POPCHILD,Proportion of children (<14),_T,Total,2028,,21,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NC,New Caledonia,POPCHILD,Proportion of children (<14),_T,Total,2029,,20,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NC,New Caledonia,POPCHILD,Proportion of children (<14),_T,Total,2030,,20,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NC,New Caledonia,POPCHILD,Proportion of children (<14),_T,Total,2031,,20,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NC,New Caledonia,POPCHILD,Proportion of children (<14),_T,Total,2032,,20,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NC,New Caledonia,POPCHILD,Proportion of children (<14),_T,Total,2033,,20,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NC,New Caledonia,POPCHILD,Proportion of children (<14),_T,Total,2034,,19,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NC,New Caledonia,POPCHILD,Proportion of children (<14),_T,Total,2035,,19,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NC,New Caledonia,POPCHILD,Proportion of children (<14),_T,Total,2036,,19,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NC,New Caledonia,POPCHILD,Proportion of children (<14),_T,Total,2037,,19,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NC,New Caledonia,POPCHILD,Proportion of children (<14),_T,Total,2038,,19,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NC,New Caledonia,POPCHILD,Proportion of children (<14),_T,Total,2039,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NC,New Caledonia,POPCHILD,Proportion of children (<14),_T,Total,2040,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NC,New Caledonia,POPCHILD,Proportion of children (<14),_T,Total,2041,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NC,New Caledonia,POPCHILD,Proportion of children (<14),_T,Total,2042,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NC,New Caledonia,POPCHILD,Proportion of children (<14),_T,Total,2043,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NC,New Caledonia,POPCHILD,Proportion of children (<14),_T,Total,2044,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NC,New Caledonia,POPCHILD,Proportion of children (<14),_T,Total,2045,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NC,New Caledonia,POPCHILD,Proportion of children (<14),_T,Total,2046,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NC,New Caledonia,POPCHILD,Proportion of children (<14),_T,Total,2047,,17,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NC,New Caledonia,POPCHILD,Proportion of children (<14),_T,Total,2048,,17,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NC,New Caledonia,POPCHILD,Proportion of children (<14),_T,Total,2049,,17,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NC,New Caledonia,POPCHILD,Proportion of children (<14),_T,Total,2050,,17,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,TV,Tuvalu,POPYOUTH,Proportion of youth (15-24),_T,Total,2025,,17,,PERCENT,percent,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,TV,Tuvalu,POPYOUTH,Proportion of youth (15-24),_T,Total,2026,,17,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,TV,Tuvalu,POPYOUTH,Proportion of youth (15-24),_T,Total,2027,,17,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,TV,Tuvalu,POPYOUTH,Proportion of youth (15-24),_T,Total,2028,,17,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,TV,Tuvalu,POPYOUTH,Proportion of youth (15-24),_T,Total,2029,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,TV,Tuvalu,POPYOUTH,Proportion of youth (15-24),_T,Total,2030,,19,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,TV,Tuvalu,POPYOUTH,Proportion of youth (15-24),_T,Total,2031,,19,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,TV,Tuvalu,POPYOUTH,Proportion of youth (15-24),_T,Total,2032,,20,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,TV,Tuvalu,POPYOUTH,Proportion of youth (15-24),_T,Total,2033,,21,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,TV,Tuvalu,POPYOUTH,Proportion of youth (15-24),_T,Total,2034,,21,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,TV,Tuvalu,POPYOUTH,Proportion of youth (15-24),_T,Total,2035,,21,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,TV,Tuvalu,POPYOUTH,Proportion of youth (15-24),_T,Total,2036,,21,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,TV,Tuvalu,POPYOUTH,Proportion of youth (15-24),_T,Total,2037,,21,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,TV,Tuvalu,POPYOUTH,Proportion of youth (15-24),_T,Total,2038,,21,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,TV,Tuvalu,POPYOUTH,Proportion of youth (15-24),_T,Total,2039,,21,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,TV,Tuvalu,POPYOUTH,Proportion of youth (15-24),_T,Total,2040,,21,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,TV,Tuvalu,POPYOUTH,Proportion of youth (15-24),_T,Total,2041,,20,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,TV,Tuvalu,POPYOUTH,Proportion of youth (15-24),_T,Total,2042,,19,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,TV,Tuvalu,POPYOUTH,Proportion of youth (15-24),_T,Total,2043,,19,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,TV,Tuvalu,POPYOUTH,Proportion of youth (15-24),_T,Total,2044,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,TV,Tuvalu,POPYOUTH,Proportion of youth (15-24),_T,Total,2045,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,TV,Tuvalu,POPYOUTH,Proportion of youth (15-24),_T,Total,2046,,17,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,TV,Tuvalu,POPYOUTH,Proportion of youth (15-24),_T,Total,2047,,17,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,TV,Tuvalu,POPYOUTH,Proportion of youth (15-24),_T,Total,2048,,16,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,TV,Tuvalu,POPYOUTH,Proportion of youth (15-24),_T,Total,2049,,16,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,TV,Tuvalu,POPYOUTH,Proportion of youth (15-24),_T,Total,2050,,16,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,AS,American Samoa,POPCHILD,Proportion of children (<14),_T,Total,2025,,27,,PERCENT,percent,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,AS,American Samoa,POPCHILD,Proportion of children (<14),_T,Total,2026,,26,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,AS,American Samoa,POPCHILD,Proportion of children (<14),_T,Total,2027,,25,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,AS,American Samoa,POPCHILD,Proportion of children (<14),_T,Total,2028,,25,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,AS,American Samoa,POPCHILD,Proportion of children (<14),_T,Total,2029,,24,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,AS,American Samoa,POPCHILD,Proportion of children (<14),_T,Total,2030,,23,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,AS,American Samoa,POPCHILD,Proportion of children (<14),_T,Total,2031,,23,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,AS,American Samoa,POPCHILD,Proportion of children (<14),_T,Total,2032,,22,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,AS,American Samoa,POPCHILD,Proportion of children (<14),_T,Total,2033,,21,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,AS,American Samoa,POPCHILD,Proportion of children (<14),_T,Total,2034,,21,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,AS,American Samoa,POPCHILD,Proportion of children (<14),_T,Total,2035,,20,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,AS,American Samoa,POPCHILD,Proportion of children (<14),_T,Total,2036,,20,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,AS,American Samoa,POPCHILD,Proportion of children (<14),_T,Total,2037,,20,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,AS,American Samoa,POPCHILD,Proportion of children (<14),_T,Total,2038,,20,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,AS,American Samoa,POPCHILD,Proportion of children (<14),_T,Total,2039,,20,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,AS,American Samoa,POPCHILD,Proportion of children (<14),_T,Total,2040,,20,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,AS,American Samoa,POPCHILD,Proportion of children (<14),_T,Total,2041,,20,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,AS,American Samoa,POPCHILD,Proportion of children (<14),_T,Total,2042,,20,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,AS,American Samoa,POPCHILD,Proportion of children (<14),_T,Total,2043,,20,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,AS,American Samoa,POPCHILD,Proportion of children (<14),_T,Total,2044,,20,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,AS,American Samoa,POPCHILD,Proportion of children (<14),_T,Total,2045,,21,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,AS,American Samoa,POPCHILD,Proportion of children (<14),_T,Total,2046,,21,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,AS,American Samoa,POPCHILD,Proportion of children (<14),_T,Total,2047,,21,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,AS,American Samoa,POPCHILD,Proportion of children (<14),_T,Total,2048,,21,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,AS,American Samoa,POPCHILD,Proportion of children (<14),_T,Total,2049,,21,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,AS,American Samoa,POPCHILD,Proportion of children (<14),_T,Total,2050,,21,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,PG,Papua New Guinea,POPYOUTH,Proportion of youth (15-24),_T,Total,2025,,19,,PERCENT,percent,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,PG,Papua New Guinea,POPYOUTH,Proportion of youth (15-24),_T,Total,2026,,19,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,PG,Papua New Guinea,POPYOUTH,Proportion of youth (15-24),_T,Total,2027,,19,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,PG,Papua New Guinea,POPYOUTH,Proportion of youth (15-24),_T,Total,2028,,19,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,PG,Papua New Guinea,POPYOUTH,Proportion of youth (15-24),_T,Total,2029,,19,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,PG,Papua New Guinea,POPYOUTH,Proportion of youth (15-24),_T,Total,2030,,19,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,PG,Papua New Guinea,POPYOUTH,Proportion of youth (15-24),_T,Total,2031,,19,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,PG,Papua New Guinea,POPYOUTH,Proportion of youth (15-24),_T,Total,2032,,19,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,PG,Papua New Guinea,POPYOUTH,Proportion of youth (15-24),_T,Total,2033,,19,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,PG,Papua New Guinea,POPYOUTH,Proportion of youth (15-24),_T,Total,2034,,19,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,PG,Papua New Guinea,POPYOUTH,Proportion of youth (15-24),_T,Total,2035,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,PG,Papua New Guinea,POPYOUTH,Proportion of youth (15-24),_T,Total,2036,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,PG,Papua New Guinea,POPYOUTH,Proportion of youth (15-24),_T,Total,2037,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,PG,Papua New Guinea,POPYOUTH,Proportion of youth (15-24),_T,Total,2038,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,PG,Papua New Guinea,POPYOUTH,Proportion of youth (15-24),_T,Total,2039,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,PG,Papua New Guinea,POPYOUTH,Proportion of youth (15-24),_T,Total,2040,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,PG,Papua New Guinea,POPYOUTH,Proportion of youth (15-24),_T,Total,2041,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,PG,Papua New Guinea,POPYOUTH,Proportion of youth (15-24),_T,Total,2042,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,PG,Papua New Guinea,POPYOUTH,Proportion of youth (15-24),_T,Total,2043,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,PG,Papua New Guinea,POPYOUTH,Proportion of youth (15-24),_T,Total,2044,,17,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,PG,Papua New Guinea,POPYOUTH,Proportion of youth (15-24),_T,Total,2045,,17,,PERCENT,percent,,,F,Forecasted value,,,,
