STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,SEX,Sex,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,WS,Samoa,POPCHILD,Proportion of children (<14),_T,Total,2047,,33,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,WS,Samoa,POPCHILD,Proportion of children (<14),_T,Total,2048,,33,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,WS,Samoa,POPCHILD,Proportion of children (<14),_T,Total,2049,,33,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,WS,Samoa,POPCHILD,Proportion of children (<14),_T,Total,2050,,33,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,MEL,Melanesia,POPYOUTH,Proportion of youth (15-24),_T,Total,2025,,19,,PERCENT,percent,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,MEL,Melanesia,POPYOUTH,Proportion of youth (15-24),_T,Total,2026,,19,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,MEL,Melanesia,POPYOUTH,Proportion of youth (15-24),_T,Total,2027,,19,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,MEL,Melanesia,POPYOUTH,Proportion of youth (15-24),_T,Total,2028,,19,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,MEL,Melanesia,POPYOUTH,Proportion of youth (15-24),_T,Total,2029,,19,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,MEL,Melanesia,POPYOUTH,Proportion of youth (15-24),_T,Total,2030,,19,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,MEL,Melanesia,POPYOUTH,Proportion of youth (15-24),_T,Total,2031,,19,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,MEL,Melanesia,POPYOUTH,Proportion of youth (15-24),_T,Total,2032,,19,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,MEL,Melanesia,POPYOUTH,Proportion of youth (15-24),_T,Total,2033,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,MEL,Melanesia,POPYOUTH,Proportion of youth (15-24),_T,Total,2034,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,MEL,Melanesia,POPYOUTH,Proportion of youth (15-24),_T,Total,2035,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,MEL,Melanesia,POPYOUTH,Proportion of youth (15-24),_T,Total,2036,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,MEL,Melanesia,POPYOUTH,Proportion of youth (15-24),_T,Total,2037,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,MEL,Melanesia,POPYOUTH,Proportion of youth (15-24),_T,Total,2038,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,MEL,Melanesia,POPYOUTH,Proportion of youth (15-24),_T,Total,2039,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,MEL,Melanesia,POPYOUTH,Proportion of youth (15-24),_T,Total,2040,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,MEL,Melanesia,POPYOUTH,Proportion of youth (15-24),_T,Total,2041,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,MEL,Melanesia,POPYOUTH,Proportion of youth (15-24),_T,Total,2042,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,MEL,Melanesia,POPYOUTH,Proportion of youth (15-24),_T,Total,2043,,17,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,MEL,Melanesia,POPYOUTH,Proportion of youth (15-24),_T,Total,2044,,17,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,MEL,Melanesia,POPYOUTH,Proportion of youth (15-24),_T,Total,2045,,17,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,MEL,Melanesia,POPYOUTH,Proportion of youth (15-24),_T,Total,2046,,17,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,MEL,Melanesia,POPYOUTH,Proportion of youth (15-24),_T,Total,2047,,17,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,MEL,Melanesia,POPYOUTH,Proportion of youth (15-24),_T,Total,2048,,17,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,MEL,Melanesia,POPYOUTH,Proportion of youth (15-24),_T,Total,2049,,17,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,MEL,Melanesia,POPYOUTH,Proportion of youth (15-24),_T,Total,2050,,17,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPYOUTH,Proportion of youth (15-24),_T,Total,2025,,20,,PERCENT,percent,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPYOUTH,Proportion of youth (15-24),_T,Total,2026,,20,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPYOUTH,Proportion of youth (15-24),_T,Total,2027,,20,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPYOUTH,Proportion of youth (15-24),_T,Total,2028,,20,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPYOUTH,Proportion of youth (15-24),_T,Total,2029,,20,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPYOUTH,Proportion of youth (15-24),_T,Total,2030,,19,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPYOUTH,Proportion of youth (15-24),_T,Total,2031,,19,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPYOUTH,Proportion of youth (15-24),_T,Total,2032,,19,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPYOUTH,Proportion of youth (15-24),_T,Total,2033,,19,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPYOUTH,Proportion of youth (15-24),_T,Total,2034,,19,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPYOUTH,Proportion of youth (15-24),_T,Total,2035,,19,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPYOUTH,Proportion of youth (15-24),_T,Total,2036,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPYOUTH,Proportion of youth (15-24),_T,Total,2037,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPYOUTH,Proportion of youth (15-24),_T,Total,2038,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPYOUTH,Proportion of youth (15-24),_T,Total,2039,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPYOUTH,Proportion of youth (15-24),_T,Total,2040,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPYOUTH,Proportion of youth (15-24),_T,Total,2041,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPYOUTH,Proportion of youth (15-24),_T,Total,2042,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPYOUTH,Proportion of youth (15-24),_T,Total,2043,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPYOUTH,Proportion of youth (15-24),_T,Total,2044,,18,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPYOUTH,Proportion of youth (15-24),_T,Total,2045,,17,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPYOUTH,Proportion of youth (15-24),_T,Total,2046,,17,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPYOUTH,Proportion of youth (15-24),_T,Total,2047,,17,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPYOUTH,Proportion of youth (15-24),_T,Total,2048,,17,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPYOUTH,Proportion of youth (15-24),_T,Total,2049,,17,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPYOUTH,Proportion of youth (15-24),_T,Total,2050,,17,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NU,Niue,POPCHILD,Proportion of children (<14),_T,Total,2025,,23,,PERCENT,percent,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NU,Niue,POPCHILD,Proportion of children (<14),_T,Total,2026,,22,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NU,Niue,POPCHILD,Proportion of children (<14),_T,Total,2027,,21,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NU,Niue,POPCHILD,Proportion of children (<14),_T,Total,2028,,21,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NU,Niue,POPCHILD,Proportion of children (<14),_T,Total,2029,,21,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NU,Niue,POPCHILD,Proportion of children (<14),_T,Total,2030,,21,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NU,Niue,POPCHILD,Proportion of children (<14),_T,Total,2031,,21,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NU,Niue,POPCHILD,Proportion of children (<14),_T,Total,2032,,22,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NU,Niue,POPCHILD,Proportion of children (<14),_T,Total,2033,,22,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NU,Niue,POPCHILD,Proportion of children (<14),_T,Total,2034,,22,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NU,Niue,POPCHILD,Proportion of children (<14),_T,Total,2035,,22,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NU,Niue,POPCHILD,Proportion of children (<14),_T,Total,2036,,23,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NU,Niue,POPCHILD,Proportion of children (<14),_T,Total,2037,,23,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NU,Niue,POPCHILD,Proportion of children (<14),_T,Total,2038,,24,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NU,Niue,POPCHILD,Proportion of children (<14),_T,Total,2039,,24,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NU,Niue,POPCHILD,Proportion of children (<14),_T,Total,2040,,24,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NU,Niue,POPCHILD,Proportion of children (<14),_T,Total,2041,,25,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NU,Niue,POPCHILD,Proportion of children (<14),_T,Total,2042,,25,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NU,Niue,POPCHILD,Proportion of children (<14),_T,Total,2043,,25,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NU,Niue,POPCHILD,Proportion of children (<14),_T,Total,2044,,25,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NU,Niue,POPCHILD,Proportion of children (<14),_T,Total,2045,,25,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NU,Niue,POPCHILD,Proportion of children (<14),_T,Total,2046,,25,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NU,Niue,POPCHILD,Proportion of children (<14),_T,Total,2047,,25,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NU,Niue,POPCHILD,Proportion of children (<14),_T,Total,2048,,24,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NU,Niue,POPCHILD,Proportion of children (<14),_T,Total,2049,,24,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NU,Niue,POPCHILD,Proportion of children (<14),_T,Total,2050,,24,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NR,Nauru,POPCHILD,Proportion of children (<14),_T,Total,2025,,37,,PERCENT,percent,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NR,Nauru,POPCHILD,Proportion of children (<14),_T,Total,2026,,37,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NR,Nauru,POPCHILD,Proportion of children (<14),_T,Total,2027,,36,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NR,Nauru,POPCHILD,Proportion of children (<14),_T,Total,2028,,35,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NR,Nauru,POPCHILD,Proportion of children (<14),_T,Total,2029,,35,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NR,Nauru,POPCHILD,Proportion of children (<14),_T,Total,2030,,34,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NR,Nauru,POPCHILD,Proportion of children (<14),_T,Total,2031,,33,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NR,Nauru,POPCHILD,Proportion of children (<14),_T,Total,2032,,33,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NR,Nauru,POPCHILD,Proportion of children (<14),_T,Total,2033,,33,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NR,Nauru,POPCHILD,Proportion of children (<14),_T,Total,2034,,32,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NR,Nauru,POPCHILD,Proportion of children (<14),_T,Total,2035,,32,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NR,Nauru,POPCHILD,Proportion of children (<14),_T,Total,2036,,32,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NR,Nauru,POPCHILD,Proportion of children (<14),_T,Total,2037,,31,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NR,Nauru,POPCHILD,Proportion of children (<14),_T,Total,2038,,31,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NR,Nauru,POPCHILD,Proportion of children (<14),_T,Total,2039,,31,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NR,Nauru,POPCHILD,Proportion of children (<14),_T,Total,2040,,31,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NR,Nauru,POPCHILD,Proportion of children (<14),_T,Total,2041,,31,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NR,Nauru,POPCHILD,Proportion of children (<14),_T,Total,2042,,31,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NR,Nauru,POPCHILD,Proportion of children (<14),_T,Total,2043,,31,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NR,Nauru,POPCHILD,Proportion of children (<14),_T,Total,2044,,31,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NR,Nauru,POPCHILD,Proportion of children (<14),_T,Total,2045,,31,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NR,Nauru,POPCHILD,Proportion of children (<14),_T,Total,2046,,31,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NR,Nauru,POPCHILD,Proportion of children (<14),_T,Total,2047,,31,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NR,Nauru,POPCHILD,Proportion of children (<14),_T,Total,2048,,31,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NR,Nauru,POPCHILD,Proportion of children (<14),_T,Total,2049,,30,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,NR,Nauru,POPCHILD,Proportion of children (<14),_T,Total,2050,,30,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPCHILD,Proportion of children (<14),_T,Total,2025,,32,,PERCENT,percent,,,E,Estimated value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPCHILD,Proportion of children (<14),_T,Total,2026,,31,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPCHILD,Proportion of children (<14),_T,Total,2027,,31,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPCHILD,Proportion of children (<14),_T,Total,2028,,31,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPCHILD,Proportion of children (<14),_T,Total,2029,,30,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPCHILD,Proportion of children (<14),_T,Total,2030,,30,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPCHILD,Proportion of children (<14),_T,Total,2031,,30,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPCHILD,Proportion of children (<14),_T,Total,2032,,30,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPCHILD,Proportion of children (<14),_T,Total,2033,,30,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPCHILD,Proportion of children (<14),_T,Total,2034,,29,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPCHILD,Proportion of children (<14),_T,Total,2035,,29,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPCHILD,Proportion of children (<14),_T,Total,2036,,29,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPCHILD,Proportion of children (<14),_T,Total,2037,,29,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPCHILD,Proportion of children (<14),_T,Total,2038,,28,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPCHILD,Proportion of children (<14),_T,Total,2039,,28,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPCHILD,Proportion of children (<14),_T,Total,2040,,28,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPCHILD,Proportion of children (<14),_T,Total,2041,,28,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPCHILD,Proportion of children (<14),_T,Total,2042,,27,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPCHILD,Proportion of children (<14),_T,Total,2043,,27,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPCHILD,Proportion of children (<14),_T,Total,2044,,27,,PERCENT,percent,,,F,Forecasted value,,,,
DATAFLOW,SPC:DF_POP_AGE(1.0),Population structure by age,I,A,Annual,FM,Micronesia (Federated States of),POPCHILD,Proportion of children (<14),_T,Total,2045,,26,,PERCENT,percent,,,F,Forecasted value,,,,
